DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
PV2016_3024_15A0909,160941,Mk10,17:02:18 18-Nov-2016,Argos,B,52.7493,173.9122,834,4266,163,52,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:13:27 18-Nov-2016,Argos,B,52.7512,173.9138,930,2240,385,56,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:27:17 18-Nov-2016,Argos,B,52.7512,173.9140,899,1825,443,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:48:01 18-Nov-2016,Argos,B,52.7519,173.9172,640,2319,176,166,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:41:06 18-Nov-2016,Argos,3,52.7518,173.9003,163,617,43,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:51:15 18-Nov-2016,Argos,A,52.7540,173.9067,593,1572,223,69,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:03:22 18-Nov-2016,Argos,A,52.7428,173.8965,536,3121,92,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:27:48 18-Nov-2016,Argos,2,52.7517,173.9019,347,1332,90,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:24:26 19-Nov-2016,Argos,B,52.7797,173.8551,2432,5697,1037,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:06:48 19-Nov-2016,Argos,A,52.7522,173.9080,335,4099,27,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:38:09 19-Nov-2016,Argos,B,52.7065,173.7854,2483,7617,809,82,,,,,,Lon > 4 deviations from mean
PV2016_3024_15A0909,160941,Mk10,09:24:41 19-Nov-2016,Argos,2,52.7506,173.9234,371,2458,56,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:34:12 19-Nov-2016,Argos,B,52.7209,173.8930,12083,30448,4795,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:13:03 20-Nov-2016,Argos,B,52.7769,173.9643,5133,61346,429,62,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:55:26 20-Nov-2016,Argos,A,52.7462,173.9063,178,411,77,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:09:56 20-Nov-2016,Argos,B,52.7523,173.9171,1510,2805,812,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:49 20-Nov-2016,Argos,A,52.7531,173.9072,352,6192,20,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:38:25 20-Nov-2016,Argos,B,52.7569,173.8630,1063,29408,38,99,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:55:30 20-Nov-2016,Argos,B,52.7576,173.8619,1187,5308,265,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:19:52 20-Nov-2016,Argos,B,52.7597,173.8471,1451,3981,528,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:19:52 20-Nov-2016,Argos,B,52.7536,173.8482,1375,6047,312,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:07:32 20-Nov-2016,Argos,3,52.7519,173.9105,140,272,72,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:33:50 20-Nov-2016,Argos,A,52.7513,173.8966,159,315,79,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:39:14 21-Nov-2016,Argos,B,52.7482,173.9040,2808,4617,1707,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:57:22 21-Nov-2016,Argos,B,52.7690,173.8704,3377,7612,1498,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:24:23 21-Nov-2016,Argos,B,52.7617,173.8732,2893,72093,116,107,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:42:59 21-Nov-2016,Argos,A,52.7189,173.8858,275,1493,50,115,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:55:11 21-Nov-2016,Argos,B,52.7638,173.8728,2776,11231,686,105,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:39:06 21-Nov-2016,Argos,B,52.7152,173.8562,1061,6132,183,40,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:50:51 21-Nov-2016,Argos,B,52.6819,173.8087,2662,5555,1275,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:36:49 21-Nov-2016,Argos,A,52.6749,173.8515,201,910,44,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:56:31 21-Nov-2016,Argos,2,52.7520,173.9032,267,725,98,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:04:18 21-Nov-2016,Argos,A,52.7536,173.9082,573,2133,153,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:11:14 21-Nov-2016,Argos,B,52.7557,173.8989,436,1239,153,122,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:36:00 21-Nov-2016,Argos,B,52.7473,173.9119,1416,60398,33,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:32:57 22-Nov-2016,Argos,B,52.7595,173.9312,1630,9799,271,66,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:13:24 22-Nov-2016,Argos,B,52.7562,173.9306,2115,6060,737,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:47:30 22-Nov-2016,Argos,B,52.7554,173.9293,2277,6043,857,74,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:58:49 22-Nov-2016,Argos,B,52.7516,173.9222,1993,5058,785,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:37:50 22-Nov-2016,Argos,B,52.7407,173.9290,2029,6115,673,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:35:14 22-Nov-2016,Argos,B,52.7283,173.9208,2089,5738,760,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:47:14 22-Nov-2016,Argos,B,52.7004,173.9396,3081,11047,859,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:24:37 22-Nov-2016,Argos,B,52.6988,173.9181,1732,42212,71,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:41:23 22-Nov-2016,Argos,B,52.6866,173.9159,2359,8940,622,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:46:34 22-Nov-2016,Argos,B,52.6873,173.9154,2257,13906,366,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:46:34 22-Nov-2016,Argos,B,52.6878,173.9150,2311,10737,497,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:20:31 22-Nov-2016,Argos,B,52.6874,173.9154,3017,8309,1095,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:25:28 23-Nov-2016,Argos,B,52.6754,173.9102,3830,7961,1842,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:29:38 23-Nov-2016,Argos,B,52.6789,173.8848,2738,173503,43,65,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:32:48 23-Nov-2016,Argos,B,52.6811,173.8321,4054,11273,1457,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:50:49 23-Nov-2016,Argos,B,52.7046,173.8306,4196,19737,892,67,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:10:38 23-Nov-2016,Argos,A,52.7578,173.8363,421,1308,135,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:26:23 23-Nov-2016,Argos,B,52.7362,173.8922,1647,7956,340,109,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:55:10 23-Nov-2016,Argos,B,52.7503,173.8946,988,7401,132,27,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:08:01 23-Nov-2016,Argos,2,52.7444,173.9008,428,733,250,45,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:16:32 23-Nov-2016,Argos,3,52.7512,173.9035,160,405,62,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:28:18 23-Nov-2016,Argos,3,52.7515,173.9105,207,448,95,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:49:11 23-Nov-2016,Argos,B,52.7581,173.9210,2652,4719,1490,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:55:21 23-Nov-2016,Argos,A,52.7513,173.9081,157,226,108,70,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:36:37 23-Nov-2016,Argos,B,52.7589,173.9221,1599,3530,724,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:53:39 23-Nov-2016,Argos,B,52.7556,173.9200,1545,2738,871,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:51:46 23-Nov-2016,Argos,A,52.7434,173.9440,627,19199,20,101,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:09:11 24-Nov-2016,Argos,3,52.7522,173.9141,164,594,45,73,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:01:08 24-Nov-2016,Argos,B,52.7374,173.9207,1426,2461,826,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:24:12 24-Nov-2016,Argos,B,52.7447,173.9039,1093,12268,97,43,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:48:16 24-Nov-2016,Argos,B,52.7475,173.8826,1452,7190,293,44,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:08:06 24-Nov-2016,Argos,B,52.7189,173.8630,755,16238,35,75,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:13:35 24-Nov-2016,Argos,B,52.7189,173.8638,285,1749,46,114,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:21:32 24-Nov-2016,Argos,B,52.7238,173.8579,1744,3176,957,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:07:57 24-Nov-2016,Argos,B,52.7045,173.8353,2631,7921,873,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:38:14 24-Nov-2016,Argos,A,52.7181,173.8184,5466,550312,54,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:42:46 24-Nov-2016,Argos,B,52.6928,173.8591,2729,7164,1039,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:50:56 24-Nov-2016,Argos,B,52.7332,173.9065,636,1771,228,9,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:19:12 24-Nov-2016,Argos,1,52.7534,173.9166,600,1378,260,125,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:18:46 24-Nov-2016,Argos,B,52.7519,173.9195,2327,4214,1284,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:32:02 24-Nov-2016,Argos,A,52.7491,173.9155,280,2366,33,113,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:38:51 24-Nov-2016,Argos,3,52.7540,173.9144,177,337,93,71,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:42:49 24-Nov-2016,Argos,B,52.7540,173.9143,563,930,340,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:57:49 25-Nov-2016,Argos,B,52.7363,173.9246,3273,9694,1104,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:13:13 25-Nov-2016,Argos,A,52.7537,173.9078,252,371,170,2,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:22:33 25-Nov-2016,Argos,1,52.7620,173.8959,1006,1871,540,48,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:41:35 25-Nov-2016,Argos,A,52.7479,173.8951,1571,9216,267,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:48:31 25-Nov-2016,Argos,A,52.7411,173.9057,1304,23089,73,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:36:57 25-Nov-2016,Argos,B,52.7497,173.8398,14775,41922,5206,96,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:07:01 25-Nov-2016,Argos,0,52.7544,173.9125,1531,4756,492,122,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:45:34 25-Nov-2016,Argos,B,52.7439,173.9201,3096,21107,454,108,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:09:50 25-Nov-2016,Argos,B,52.7331,173.9287,4013,9694,1661,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:47:35 26-Nov-2016,Argos,3,52.7518,173.9144,159,362,69,75,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:03:36 26-Nov-2016,Argos,B,52.7343,173.9868,1030,7899,134,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:54:13 26-Nov-2016,Argos,B,52.7421,173.9892,1491,5229,425,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:36:23 26-Nov-2016,Argos,A,52.7551,173.9436,1294,35175,47,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:35:22 26-Nov-2016,Argos,2,52.7477,173.9250,358,1451,88,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:53:24 26-Nov-2016,Argos,B,52.7625,173.9273,1510,10732,212,52,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:34:55 26-Nov-2016,Argos,3,52.7483,173.9158,166,226,121,144,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:40:53 26-Nov-2016,Argos,3,52.7496,173.9155,240,1262,45,68,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:41:15 26-Nov-2016,Argos,B,52.7504,173.9055,881,2691,288,4,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:02:30 26-Nov-2016,Argos,B,52.7504,173.8904,2097,4095,1074,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:39:27 26-Nov-2016,Argos,B,52.7531,173.9141,1626,14137,186,161,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:37:35 26-Nov-2016,Argos,A,52.7486,173.9135,253,1572,40,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:02:08 26-Nov-2016,Argos,B,52.7439,173.9283,512,1758,148,49,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:21:43 26-Nov-2016,Argos,B,52.7433,173.9274,783,1261,486,69,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:55:13 26-Nov-2016,Argos,B,52.7395,173.9180,737,4466,121,138,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:20:45 26-Nov-2016,Argos,B,52.7407,173.9174,983,1641,588,120,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:37:07 27-Nov-2016,Argos,B,52.7520,173.9062,1911,89095,41,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:38:39 28-Nov-2016,Argos,B,52.4445,173.2131,7608,97282,595,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:54:04 29-Nov-2016,Argos,B,52.3988,173.1628,6739,39573,1147,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:57:38 29-Nov-2016,Argos,B,52.4130,173.1416,7231,56611,923,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:57:38 29-Nov-2016,Argos,B,52.4053,173.1350,10915,60891,1956,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:35:06 29-Nov-2016,Argos,B,52.3972,173.1312,3761,12027,1176,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:38:07 29-Nov-2016,Argos,B,52.4087,173.1218,1711,39973,73,58,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:14:01 29-Nov-2016,Argos,B,52.4089,173.1160,1724,5506,539,61,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:08:07 29-Nov-2016,Argos,B,52.4342,173.0471,2513,7958,793,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:08:07 29-Nov-2016,Argos,B,52.4008,173.0403,2840,4451,1812,66,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:43:19 29-Nov-2016,Argos,B,52.4477,173.0388,2693,14170,511,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:48:54 29-Nov-2016,Argos,B,52.4494,173.0376,657,8275,52,128,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:22:56 29-Nov-2016,Argos,B,52.4498,173.0210,1207,2901,502,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:58:04 29-Nov-2016,Argos,B,52.4422,173.0225,1240,48326,31,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:03:52 29-Nov-2016,Argos,B,52.4420,173.0239,1294,11246,148,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:34:28 29-Nov-2016,Argos,B,52.4383,173.0119,1950,4315,880,94,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:20:11 03-Dec-2016,Argos,A,52.3932,173.1180,121,436,33,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:23:23 03-Dec-2016,Argos,B,52.3864,173.0607,2686,6846,1053,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:01:40 03-Dec-2016,Argos,B,52.3856,173.0770,3467,9710,1237,88,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:03:08 03-Dec-2016,Argos,B,52.3978,173.0834,3612,10286,1268,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:39:23 03-Dec-2016,Argos,B,52.4102,173.0785,4122,10747,1580,92,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:08:33 04-Dec-2016,Argos,B,52.4786,173.0471,5030,24625,1027,100,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:27:53 04-Dec-2016,Argos,B,52.4766,173.0854,5613,26306,1197,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:50:25 05-Dec-2016,Argos,B,52.4929,173.0434,6288,18040,2191,103,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:40:08 06-Dec-2016,Argos,B,52.4517,173.1991,3606,229287,56,125,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:12:46 06-Dec-2016,Argos,B,52.4372,173.1997,4067,11507,1437,104,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:55:33 06-Dec-2016,Argos,B,52.4403,173.1824,3511,7496,1644,106,,,,,,
PV2016_3024_15A0909,160941,Mk10,18:08:51 06-Dec-2016,Argos,B,52.4268,173.2082,3591,13859,930,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:40:01 06-Dec-2016,Argos,B,52.4234,173.2129,3629,20190,652,93,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:23:09 06-Dec-2016,Argos,A,52.4296,173.2355,416,9780,17,98,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:19:06 07-Dec-2016,Argos,B,52.4597,173.3433,1248,17526,88,129,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:59:28 07-Dec-2016,Argos,B,52.4297,173.4154,1028,4681,225,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:42:36 07-Dec-2016,Argos,B,52.4289,173.4645,1665,3653,759,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:16:30 07-Dec-2016,Argos,B,52.4185,173.3866,1575,22477,110,131,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:19:27 07-Dec-2016,Argos,B,52.4752,173.3246,354,3038,41,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:10:12 07-Dec-2016,Argos,B,52.4689,173.3552,717,4104,125,8,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:55:28 07-Dec-2016,Argos,B,52.4871,173.3503,1017,1469,703,76,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:08:57 07-Dec-2016,Argos,B,52.4594,173.3646,1605,2309,1115,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:12:23 07-Dec-2016,Argos,A,52.5863,173.4194,170,328,87,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,15:56:09 07-Dec-2016,Argos,A,52.5887,173.4470,274,556,135,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:53:43 07-Dec-2016,Argos,A,52.6138,173.4944,181,356,91,114,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:35:33 07-Dec-2016,Argos,B,52.6208,173.5253,891,1476,537,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,17:35:33 07-Dec-2016,Argos,B,52.6191,173.5145,1247,3731,416,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:10:35 07-Dec-2016,Argos,B,52.6359,173.5816,1222,18163,82,53,,,,,,
PV2016_3024_15A0909,160941,Mk10,19:10:35 07-Dec-2016,Argos,B,52.6370,173.5859,1670,4154,671,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:06:19 08-Dec-2016,Argos,1,52.7458,173.9194,582,2309,146,54,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:50:05 08-Dec-2016,Argos,A,52.7512,173.9048,1157,25342,52,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:31:10 08-Dec-2016,Argos,1,52.7501,173.9142,821,2567,262,137,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:57:22 08-Dec-2016,Argos,B,52.7514,173.9121,926,1378,622,114,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:05:33 08-Dec-2016,Argos,3,52.7519,173.9128,138,214,88,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:39:50 08-Dec-2016,Argos,3,52.7515,173.9003,183,268,123,66,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:12:23 08-Dec-2016,Argos,B,52.7545,173.9072,1409,2349,845,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:35:35 08-Dec-2016,Argos,1,52.7509,173.9016,673,5319,85,97,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:48:25 08-Dec-2016,Argos,B,52.7636,173.9392,2611,7288,935,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:55:44 08-Dec-2016,Argos,B,52.7544,173.9162,2564,10522,624,83,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:31:33 08-Dec-2016,Argos,B,52.7574,173.9137,876,6568,116,37,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:41:50 09-Dec-2016,Argos,B,52.8162,174.0408,3613,10379,1257,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:10:56 09-Dec-2016,Argos,B,52.7750,173.9365,4878,28530,834,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:48:51 09-Dec-2016,Argos,A,52.7511,173.9116,193,1162,32,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:29:02 09-Dec-2016,Argos,B,52.7387,173.8939,1314,2460,701,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:10:44 09-Dec-2016,Argos,B,52.7448,173.8860,1263,25908,61,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,02:29:53 10-Dec-2016,Argos,1,52.7506,173.9228,719,11744,44,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:05:31 10-Dec-2016,Argos,B,52.7676,173.9137,1453,4529,465,154,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:39:39 10-Dec-2016,Argos,B,52.7661,173.9094,1877,2465,1429,129,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:44:52 10-Dec-2016,Argos,B,52.7519,173.9212,991,32428,30,82,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:18:59 10-Dec-2016,Argos,1,52.7512,173.9180,558,3657,85,86,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:22:01 10-Dec-2016,Argos,3,52.7516,173.9171,144,639,32,85,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:00:13 10-Dec-2016,Argos,B,52.7470,173.9148,1430,2409,848,89,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:05:49 10-Dec-2016,Argos,B,52.7500,173.9184,1320,2547,684,90,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:08:34 10-Dec-2016,Argos,B,52.7421,173.9155,973,6795,139,80,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:50:03 10-Dec-2016,Argos,1,52.7537,173.9242,523,3714,73,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:18:19 11-Dec-2016,Argos,B,52.7754,174.0491,15363,,,,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:48:44 11-Dec-2016,Argos,B,52.7111,173.8917,10148,201789,510,34,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:05:35 11-Dec-2016,Argos,A,52.7500,173.9111,525,12713,21,79,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:57:58 11-Dec-2016,Argos,B,52.7822,174.1101,13764,67466,2807,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:35:12 11-Dec-2016,Argos,B,52.8195,174.3762,4284,18663,983,77,,,,,,
PV2016_3024_15A0909,160941,Mk10,21:47:48 11-Dec-2016,Argos,B,52.7525,174.0140,3012,8499,1067,72,,,,,,
PV2016_3024_15A0909,160941,Mk10,22:24:40 11-Dec-2016,Argos,3,52.7477,173.9584,166,850,32,91,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:16:54 12-Dec-2016,Argos,B,52.7719,173.8603,2277,4875,1062,84,,,,,,
PV2016_3024_15A0909,160941,Mk10,05:52:50 12-Dec-2016,Argos,0,52.7216,173.7703,10857,443629,265,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:34:26 12-Dec-2016,Argos,B,52.7155,173.7596,13938,31461,6174,81,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:36:44 12-Dec-2016,Argos,2,52.7530,173.9118,492,1372,176,95,,,,,,
PV2016_3024_15A0909,160941,Mk10,06:54:31 12-Dec-2016,Argos,B,52.6998,173.8678,8850,45529,1720,44,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:08:33 12-Dec-2016,Argos,3,52.7507,173.9176,170,330,87,75,,,,,,
PV2016_3024_15A0909,160941,Mk10,08:36:18 12-Dec-2016,Argos,A,52.7545,173.9161,287,341,240,74,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:05:41 12-Dec-2016,Argos,B,52.7517,173.9207,565,15333,20,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,09:48:23 12-Dec-2016,Argos,3,52.7512,173.9089,180,460,70,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,14:20:08 12-Dec-2016,Argos,B,52.7590,173.8740,3971,8572,1839,87,,,,,,
PV2016_3024_15A0909,160941,Mk10,16:00:47 12-Dec-2016,Argos,A,52.7539,173.9067,357,5313,24,102,,,,,,
PV2016_3024_15A0909,160941,Mk10,01:56:29 13-Dec-2016,Argos,B,52.7637,173.9119,2839,4899,1644,67,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:06:34 13-Dec-2016,Argos,B,52.7603,173.9112,3070,5350,1761,78,,,,,,
PV2016_3024_15A0909,160941,Mk10,04:32:58 13-Dec-2016,Argos,B,52.7606,173.9132,2890,4667,1789,86,,,,,,
